t,vout,dctrl
0.013916,6.970649,7.056049
0.013918,6.964332,7.056049
0.013920,6.954965,7.060050
0.013922,6.945350,7.060050
0.013924,6.937774,7.060050
0.013926,6.932236,7.060050
0.013928,6.928735,7.060050
0.013930,6.927267,7.060050
0.013932,6.927779,7.060050
0.013934,6.927068,7.060050
0.013936,6.923310,7.060050
0.013938,6.916513,7.060050
0.013940,6.906686,7.064050
0.013942,6.896630,7.064050
0.013944,6.888635,7.064050
0.013946,6.882698,7.064050
0.013948,6.878818,7.064050
0.013950,6.876992,7.064050
0.013952,6.877168,7.064050
0.013954,6.876140,7.064050
0.013956,6.872087,7.064050
0.013958,6.865016,7.064050
0.013960,6.854935,7.068050
0.013962,6.844647,7.068050
0.013964,6.836441,7.068050
0.013966,6.830315,7.068050
0.013968,6.826266,7.068050
0.013970,6.824295,7.068050
0.013972,6.824343,7.068050
0.013974,6.823211,7.068050
0.013976,6.819075,7.068050
0.013978,6.811943,7.068050
0.013980,6.801822,7.072050
0.013982,6.791517,7.072050
0.013984,6.783313,7.072050
0.013986,6.777210,7.072050
0.013988,6.773204,7.072050
0.013990,6.771297,7.072050
0.013992,6.771433,7.072050
0.013994,6.770410,7.072050
0.013996,6.766403,7.072050
0.013998,6.759420,7.072050
0.014000,6.749470,7.076050
0.014002,6.739355,7.076050
0.014004,6.731363,7.076050
0.014006,6.725493,7.076050
0.014008,6.721742,7.076050
0.014010,6.720107,7.076050
0.014012,6.720535,7.076050
0.014014,6.719823,7.076050
0.014016,6.716147,7.076050
0.014018,6.709516,7.076050
0.014020,6.699936,7.080050
0.014022,6.690211,7.080050
0.014024,6.682626,7.080050
0.014026,6.677182,7.080050
0.014028,6.673875,7.080050
0.014030,6.672705,7.080050
0.014032,6.673614,7.080050
0.014034,6.673401,7.080050
0.014036,6.670243,7.080050
0.014038,6.664145,7.080050
0.014040,6.655116,7.084051
0.014042,6.645958,7.084051
0.014044,6.638958,7.084051
0.014046,6.634115,7.084051
0.014048,6.631425,7.084051
0.014050,6.630887,7.084051
0.014052,6.632496,7.084051
0.014054,6.633454,7.084051
0.014056,6.631479,7.084051
0.014058,6.626578,7.084051
0.014060,6.618759,7.088051
0.014062,6.610824,7.088051
0.014064,6.605057,7.088051
0.014066,6.601459,7.088051
0.014068,6.600024,7.088051
0.014070,6.600751,7.088051
0.014072,6.603634,7.088051
0.014074,6.605876,7.088051
0.014076,6.605193,7.088051
0.014078,6.601593,7.088051
0.014080,6.595081,7.092051
0.014082,6.588460,7.092051
0.014084,6.584015,7.092051
0.014086,6.581742,7.092051
0.014088,6.581640,7.092051
0.014090,6.583703,7.092051
0.014092,6.587926,7.092051
0.014094,6.591512,7.092051
0.014096,6.592176,7.092051
0.014098,6.589925,7.092051
0.014100,6.584764,7.096051
0.014102,6.579496,7.096051
0.014104,6.576405,7.096051
0.014106,6.575486,7.096051
0.014108,6.576738,7.096051
0.014110,6.580153,7.096051
0.014112,6.585729,7.096051
0.014114,6.590664,7.096051
0.014116,6.592676,7.096051
0.014118,6.591770,7.096051
0.014120,6.587953,7.100051
0.014122,6.584022,7.100051
0.014124,6.582262,7.100051
0.014126,6.582672,7.100051
0.014128,6.585246,7.100051
0.014130,6.589979,7.100051
0.014132,6.596864,7.100051
0.014134,6.603104,7.100051
0.014136,6.606411,7.100051
0.014138,6.606792,7.100051
0.014140,6.604253,7.104052
0.014142,6.601592,7.104052
0.014144,6.601092,7.104052
0.014146,6.602753,7.104052
0.014148,6.606566,7.104052
0.014150,6.612529,7.104052
0.014152,6.620631,7.104052
0.014154,6.628074,7.104052
0.014156,6.632575,7.104052
0.014158,6.634136,7.104052
0.014160,6.632763,7.108052
0.014162,6.631254,7.108052
0.014164,6.631896,7.108052
0.014166,6.634680,7.108052
0.014168,6.639603,7.108052
0.014170,6.646658,7.108052
0.014172,6.655838,7.108052
0.014174,6.664343,7.108052
0.014176,6.669888,7.108052
0.014178,6.672478,7.108052
0.014180,6.672115,7.112052
0.014182,6.671600,7.112052
0.014184,6.673214,7.112052
0.014186,6.676955,7.112052
0.014188,6.682816,7.112052
0.014190,6.690789,7.112052
0.014192,6.700869,7.112052
0.014194,6.710253,7.112052
0.014196,6.716657,7.112052
0.014198,6.720084,7.112052
0.014200,6.720540,7.116052
0.014202,6.720821,7.116052
0.014204,6.723211,7.116052
0.014206,6.727706,7.116052
0.014208,6.734299,7.116052
0.014210,6.742982,7.116052
0.014212,6.753749,7.116052
0.014214,6.763799,7.116052
0.014216,6.770845,7.116052
0.014218,6.774892,7.116052
0.014220,6.775944,7.120052
0.014222,6.776799,7.120052
0.014224,6.779739,7.120052
0.014226,6.784760,7.120052
0.014228,6.791854,7.120052
0.014230,6.801016,7.120052
0.014232,6.812238,7.120052
0.014234,6.822717,7.120052
0.014236,6.830170,7.120052
0.014238,6.834599,7.120052
0.014240,6.836007,7.124053
0.014242,6.837193,7.124053
0.014244,6.840440,7.124053
0.014246,6.845743,7.124053
0.014248,6.853095,7.124053
0.014250,6.862489,7.124053
0.014252,6.873917,7.124053
0.014254,6.884579,7.124053
0.014256,6.892190,7.124053
0.014258,6.896749,7.124053
0.014260,6.898264,7.128053
0.014262,6.899532,7.128053
0.014264,6.902836,7.128053
0.014266,6.908169,7.128053
0.014268,6.915527,7.128053
0.014270,6.924903,7.128053
0.014272,6.936288,7.128053
0.014274,6.946882,7.128053
0.014276,6.954398,7.128053
0.014278,6.958841,7.128053
0.014280,6.960214,7.132053
0.014282,6.961315,7.132053
0.014284,6.964427,7.132053
0.014286,6.969543,7.132053
0.014288,6.976662,7.132053
0.014290,6.985774,7.132053
0.014292,6.996871,7.132053
0.014294,7.007154,7.132053
0.014296,7.014338,7.132053
0.014298,7.018423,7.132053
0.014300,7.019415,7.136053
0.014302,7.020112,7.136053
0.014304,7.022798,7.136053
0.014306,7.027468,7.136053
0.014308,7.034115,7.136053
0.014310,7.042734,7.136053
0.014312,7.053317,7.136053
0.014314,7.063063,7.136053
0.014316,7.069687,7.136053
0.014318,7.073194,7.136053
0.014320,7.073586,7.140053
0.014322,7.073664,7.140053
0.014324,7.075710,7.140053
0.014326,7.079720,7.140053
0.014328,7.085688,7.140053
0.014330,7.093608,7.140053
0.014332,7.103473,7.140053
0.014334,7.112483,7.140053
0.014336,7.118353,7.140053
0.014338,7.121087,7.140053
0.014340,7.120689,7.144053
0.014342,7.119960,7.144053
0.014344,7.121181,7.144053
0.014346,7.124351,7.144053
0.014348,7.129462,7.144053
0.014350,7.136509,7.144053
0.014352,7.145486,7.144053
0.014354,7.153593,7.144053
0.014356,7.158545,7.144053
0.014358,7.160347,7.144053
0.014360,7.159004,7.148054
0.014362,7.157316,7.148054
0.014364,7.157566,7.148054
0.014366,7.159750,7.148054
0.014368,7.163865,7.148054
0.014370,7.169903,7.148054
0.014372,7.177860,7.148054
0.014374,7.184936,7.148054
0.014376,7.188847,7.148054
0.014378,7.189597,7.148054
0.014380,7.187194,7.152054
0.014382,7.184435,7.152054
0.014384,7.183607,7.152054
0.014386,7.184704,7.152054
0.014388,7.187723,7.152054
0.014390,7.192660,7.152054
0.014392,7.199508,7.152054
0.014394,7.205469,7.152054
0.014396,7.208258,7.152054
0.014398,7.207881,7.152054
0.014400,7.204345,7.156054
0.014402,7.200449,7.156054
0.014404,7.198479,7.156054
0.014406,7.198432,7.156054
0.014408,7.200304,7.156054
0.014410,7.204090,7.156054
0.014412,7.209784,7.156054
0.014414,7.214590,7.156054
0.014416,7.216223,7.156054
0.014418,7.214690,7.156054
0.014420,7.209996,7.160054
0.014422,7.204943,7.160054
0.014424,7.201817,7.160054
0.014426,7.200614,7.160054
0.014428,7.201332,7.160054
0.014430,7.203967,7.160054
0.014432,7.208511,7.160054
0.014434,7.212171,7.160054
0.014436,7.212660,7.160054
0.014438,7.209987,7.160054
0.014440,7.204157,7.164054
0.014442,7.197973,7.164054
0.014444,7.193719,7.164054
0.014446,7.191396,7.164054
0.014448,7.190999,7.164054
0.014450,7.192525,7.164054
0.014452,7.195969,7.164054
0.014454,7.198534,7.164054
0.014456,7.197937,7.164054
0.014458,7.194184,7.164054
0.014460,7.187285,7.168055
0.014462,7.180039,7.168055
0.014464,7.174735,7.168055
0.014466,7.171369,7.168055
0.014468,7.169940,7.168055
0.014470,7.170443,7.168055
0.014472,7.172876,7.168055
0.014474,7.174441,7.168055
0.014476,7.172855,7.168055
0.014478,7.168127,7.168055
0.014480,7.160264,7.172055
0.014482,7.152069,7.172055
0.014484,7.145824,7.172055
0.014486,7.141534,7.172055
0.014488,7.139194,7.172055
0.014490,7.138801,7.172055
0.014492,7.140352,7.172055
0.014494,7.141049,7.172055
0.014496,7.138611,7.172055
0.014498,7.133047,7.172055
0.014500,7.124362,7.176055
0.014502,7.115360,7.176055
0.014504,7.108328,7.176055
0.014506,7.103265,7.176055
0.014508,7.100169,7.176055
0.014510,7.099038,7.176055
0.014512,7.099867,7.176055
0.014514,7.099860,7.176055
0.014516,7.096737,7.176055
0.014518,7.090504,7.176055
0.014520,7.081170,7.180055
0.014522,7.071537,7.180055
0.014524,7.063893,7.180055
0.014526,7.058237,7.180055
0.014528,7.054567,7.180055
0.014530,7.052881,7.180055
0.014532,7.053174,7.180055
0.014534,7.052652,7.180055
0.014536,7.049033,7.180055
0.014538,7.042324,7.180055
0.014540,7.032535,7.184055
0.014542,7.022468,7.184055
0.014544,7.014410,7.184055
0.014546,7.008360,7.184055
0.014548,7.004317,7.184055
0.014550,7.002280,7.184055
0.014552,7.002243,7.184055
0.014554,7.001411,7.184055
0.014556,6.997504,7.184055
0.014558,6.990528,7.184055
0.014560,6.980492,7.188056
0.014562,6.970199,7.188056
0.014564,6.961937,7.188056
0.014566,6.955705,7.188056
0.014568,6.951502,7.188056
0.014570,6.949324,7.188056
0.014572,6.949169,7.188056
0.014574,6.948241,7.188056
0.014576,6.944259,7.188056
0.014578,6.937229,7.188056
0.014580,6.927161,7.192056
0.014582,6.916859,7.192056
0.014584,6.908607,7.192056
0.014586,6.902406,7.192056
0.014588,6.898255,7.192056
0.014590,6.896151,7.192056
0.014592,6.896090,7.192056
0.014594,6.895278,7.192056
0.014596,6.891431,7.192056
0.014598,6.884559,7.192056
0.014600,6.874669,7.196056
0.014602,6.864564,7.196056
0.014604,6.856532,7.196056
0.014606,6.850571,7.196056
0.014608,6.846680,7.196056
0.014610,6.844857,7.196056
0.014612,6.845097,7.196056
0.014614,6.844604,7.196056
0.014616,6.841098,7.196056
0.014618,6.834584,7.196056
0.014620,6.825073,7.200056
0.014622,6.815366,7.200056
0.014624,6.807749,7.200056
0.014626,6.802223,7.200056
0.014628,6.798785,7.200056
0.014630,6.797433,7.200056
0.014632,6.798162,7.200056
0.014634,6.798177,7.200056
0.014636,6.795195,7.200056
0.014638,6.789224,7.200056
0.014640,6.780272,7.204056
0.014642,6.771141,7.204056
0.014644,6.764117,7.204056
0.014646,6.759200,7.204056
0.014648,6.756387,7.204056
0.014650,6.755676,7.204056
0.014652,6.757062,7.204056
0.014654,6.758255,7.204056
0.014656,6.756465,7.204056
0.014658,6.751699,7.204056
0.014660,6.743965,7.208056
0.014662,6.736063,7.208056
0.014664,6.730281,7.208056
0.014666,6.726616,7.208056
0.014668,6.725067,7.208056
0.014670,6.725628,7.208056
0.014672,6.728296,7.208056
0.014674,6.730781,7.208056
0.014676,6.730290,7.208056
0.014678,6.726832,7.208056
0.014680,6.720414,7.212057
0.014682,6.713834,7.212057
0.014684,6.709380,7.212057
0.014686,6.707048,7.212057
0.014688,6.706837,7.212057
0.014690,6.708742,7.212057
0.014692,6.712758,7.212057
0.014694,6.716593,7.212057
0.014696,6.717457,7.212057
0.014698,6.715356,7.212057
0.014700,6.710297,7.216057
0.014702,6.705076,7.216057
0.014704,6.701983,7.216057
0.014706,6.701013,7.216057
0.014708,6.702162,7.216057
0.014710,6.705426,7.216057
0.014712,6.710799,7.216057
0.014714,6.715991,7.216057
0.014716,6.718209,7.216057
0.014718,6.717458,7.216057
0.014720,6.713743,7.220057
0.014722,6.709867,7.220057
0.014724,6.708112,7.220057
0.014726,6.708475,7.220057
0.014728,6.710951,7.220057
0.014730,6.715537,7.220057
0.014732,6.722226,7.220057
0.014734,6.728726,7.220057
0.014736,6.732243,7.220057
0.014738,6.732784,7.220057
0.014740,6.730353,7.224057
0.014742,6.727750,7.224057
0.014744,6.727259,7.224057
0.014746,6.728877,7.224057
0.014748,6.732596,7.224057
0.014750,6.738413,7.224057
0.014752,6.746323,7.224057
0.014754,6.754031,7.224057
0.014756,6.758744,7.224057
0.014758,6.760468,7.224057
0.014760,6.759206,7.228057
0.014762,6.757759,7.228057
0.014764,6.758410,7.228057
0.014766,6.761154,7.228057
0.014768,6.765985,7.228057
0.014770,6.772900,7.228057
0.014772,6.781889,7.228057
0.014774,6.790660,7.228057
0.014776,6.796421,7.228057
0.014778,6.799175,7.228057
0.014780,6.798925,7.232058
0.014782,6.798472,7.232058
0.014784,6.800098,7.232058
0.014786,6.803800,7.232058
0.014788,6.809570,7.232058
0.014790,6.817404,7.232058
0.014792,6.827291,7.232058
0.014794,6.836942,7.232058
0.014796,6.843562,7.232058
0.014798,6.847154,7.232058
0.014800,6.847723,7.236058
0.014802,6.848067,7.236058
0.014804,6.850469,7.236058
0.014806,6.854925,7.236058
0.014808,6.861427,7.236058
0.014810,6.869970,7.236058
0.014812,6.880546,7.236058
0.014814,6.890862,7.236058
0.014816,6.898124,7.236058
0.014818,6.902334,7.236058
0.014820,6.903499,7.240058
0.014822,6.904414,7.240058
0.014824,6.907364,7.240058
0.014826,6.912343,7.240058
0.014828,6.919345,7.240058
0.014830,6.928364,7.240058
0.014832,6.939393,7.240058
0.014834,6.950136,7.240058
0.014836,6.957801,7.240058
0.014838,6.962390,7.240058
0.014840,6.963908,7.244058
0.014842,6.965152,7.244058
0.014844,6.968406,7.244058
0.014846,6.973665,7.244058
0.014848,6.980921,7.244058
0.014850,6.990169,7.244058
0.014852,7.001400,7.244058
0.014854,7.012322,7.244058
0.014856,7.020140,7.244058
0.014858,7.024858,7.244058
0.014860,7.026478,7.248058
0.014862,7.027800,7.248058
0.014864,7.031106,7.248058
0.014866,7.036391,7.248058
0.014868,7.043650,7.248058
0.014870,7.052874,7.248058
0.014872,7.064058,7.248058
0.014874,7.074906,7.248058
0.014876,7.082626,7.248058
0.014878,7.087220,7.248058
0.014880,7.088693,7.252059
0.014882,7.089843,7.252059
0.014884,7.092953,7.252059
0.014886,7.098018,7.252059
0.014888,7.105031,7.252059
0.014890,7.113986,7.252059
0.014892,7.124876,7.252059
0.014894,7.135407,7.252059
0.014896,7.142787,7.252059
0.014898,7.147017,7.252059
0.014900,7.148102,7.256059
0.014902,7.148843,7.256059
0.014904,7.151520,7.256059
0.014906,7.156128,7.256059
0.014908,7.162664,7.256059
0.014910,7.171120,7.256059
0.014912,7.181489,7.256059
0.014914,7.191478,7.256059
0.014916,7.198294,7.256059
0.014918,7.201939,7.256059
0.014920,7.202419,7.260059
0.014922,7.202533,7.260059
0.014924,7.204563,7.260059
0.014926,7.208506,7.260059
0.014928,7.214356,7.260059
0.014930,7.222107,7.260059
0.014932,7.231751,7.260059
0.014934,7.240997,7.260059
0.014936,7.247051,7.260059
0.014938,7.249917,7.260059
0.014940,7.249600,7.264059
0.014942,7.248900,7.264059
0.014944,7.250099,7.264059
0.014946,7.253194,7.264059
0.014948,7.258180,7.264059
0.014950,7.265051,7.264059
0.014952,7.273800,7.264059
0.014954,7.282136,7.264059
0.014956,7.287266,7.264059
0.014958,7.289193,7.264059
0.014960,7.287922,7.268059
0.014962,7.286255,7.268059
0.014964,7.286476,7.268059
0.014966,7.288579,7.268059
0.014968,7.292561,7.268059
0.014970,7.298416,7.268059
0.014972,7.306139,7.268059
0.014974,7.313437,7.268059
0.014976,7.317518,7.268059
0.014978,7.318387,7.268059
0.014980,7.316050,7.272059
0.014982,7.313307,7.272059
0.014984,7.312442,7.272059
0.014986,7.313452,7.272059
0.014988,7.316332,7.272059
0.014990,7.321079,7.272059
0.014992,7.327686,7.272059
0.014994,7.333862,7.272059
0.014996,7.336816,7.272059
0.014998,7.336552,7.272059
0.015000,7.333077,7.276060
0.015002,7.329191,7.276060
0.015004,7.327179,7.276060
0.015006,7.327038,7.276060
0.015008,7.328765,7.276060
0.015010,7.332356,7.276060
0.015012,7.337804,7.276060
0.015014,7.342820,7.276060
0.015016,7.344612,7.276060
0.015018,7.343186,7.276060
0.015020,7.338548,7.280060
0.015022,7.333499,7.280060
0.015024,7.330326,7.280060
0.015026,7.329024,7.280060
0.015028,7.329592,7.280060
0.015030,7.332025,7.280060
0.015032,7.336319,7.280060
0.015034,7.340183,7.280060
0.015036,7.340827,7.280060
0.015038,7.338255,7.280060
0.015040,7.332477,7.284060
0.015042,7.326292,7.284060
0.015044,7.321988,7.284060
0.015046,7.319561,7.284060
0.015048,7.319010,7.284060
0.015050,7.320330,7.284060
0.015052,7.323518,7.284060
0.015054,7.326284,7.284060
0.015056,7.325836,7.284060
0.015058,7.322183,7.284060
0.015060,7.315330,7.288060
0.015062,7.308080,7.288060
0.015064,7.302720,7.288060
0.015066,7.299248,7.288060
0.015068,7.297661,7.288060
0.015070,7.297956,7.288060
0.015072,7.300131,7.288060
0.015074,7.301894,7.288060
0.015076,7.300457,7.288060
0.015078,7.295825,7.288060
0.015080,7.288006,7.292060
0.015082,7.279804,7.292060
0.015084,7.273504,7.292060
0.015086,7.269105,7.292060
0.015088,7.266606,7.292060
0.015090,7.266004,7.292060
0.015092,7.267293,7.292060
0.015094,7.268188,7.292060
0.015096,7.265896,7.292060
0.015098,7.260426,7.292060
0.015100,7.251785,7.296061
0.015102,7.242776,7.296061
0.015104,7.235686,7.296061
0.015106,7.230515,7.296061
0.015108,7.227260,7.296061
0.015110,7.225918,7.296061
0.015112,7.226485,7.296061
0.015114,7.226676,7.296061
0.015116,7.223698,7.296061
0.015118,7.217560,7.296061
0.015120,7.208271,7.300061
0.015122,7.198632,7.300061
0.015124,7.190931,7.300061
0.015126,7.185166,7.300061
0.015128,7.181338,7.300061
0.015130,7.179443,7.300061
0.015132,7.179478,7.300061
0.015134,7.179154,7.300061
0.015136,7.175683,7.300061
0.015138,7.169071,7.300061
0.015140,7.159328,7.304061
0.015142,7.149255,7.304061
0.015144,7.141142,7.304061
0.015146,7.134986,7.304061
0.015148,7.130788,7.304061
0.015150,7.128543,7.304061
0.015152,7.128249,7.304061
0.015154,7.127618,7.304061
0.015156,7.123860,7.304061
0.015158,7.116983,7.304061
0.015160,7.106997,7.308061
0.015162,7.096702,7.308061
0.015164,7.088387,7.308061
0.015166,7.082052,7.308061
0.015168,7.077694,7.308061
0.015170,7.075313,7.308061
0.015172,7.074904,7.308061
0.015174,7.074180,7.308061
0.015176,7.070349,7.308061
0.015178,7.063421,7.308061
0.015180,7.053405,7.312061
0.015182,7.043102,7.312061
0.015184,7.034801,7.312061
0.015186,7.028502,7.312061
0.015188,7.024200,7.312061
0.015190,7.021897,7.312061
0.015192,7.021587,7.312061
0.015194,7.020983,7.312061
0.015196,7.017295,7.312061
0.015198,7.010530,7.312061
0.015200,7.000696,7.316061
0.015202,6.990598,7.316061
0.015204,6.982521,7.316061
0.015206,6.976466,7.316061
0.015208,6.972431,7.316061
0.015210,6.970412,7.316061
0.015212,6.970408,7.316061
0.015214,6.970129,7.316061
0.015216,6.966785,7.316061
0.015218,6.960386,7.316061
0.015220,6.950937,7.320062
0.015222,6.941241,7.320062
0.015224,6.933586,7.320062
0.015226,6.927971,7.320062
0.015228,6.924394,7.320062
0.015230,6.922853,7.320062
0.015232,6.923343,7.320062
0.015234,6.923577,7.320062
0.015236,6.920763,7.320062
0.015238,6.914910,7.320062
0.015240,6.906026,7.324062
0.015242,6.896912,7.324062
0.015244,6.889855,7.324062
0.015246,6.884855,7.324062
0.015248,6.881910,7.324062
0.015250,6.881016,7.324062
0.015252,6.882168,7.324062
0.015254,6.883536,7.324062
0.015256,6.881921,7.324062
0.015258,6.877279,7.324062
0.015260,6.869618,7.328062
0.015262,6.861741,7.328062
0.015264,6.855932,7.328062
0.015266,6.852190,7.328062
0.015268,6.850513,7.328062
0.015270,6.850898,7.328062
0.015272,6.853339,7.328062
0.015274,6.856004,7.328062
0.015276,6.855695,7.328062
0.015278,6.852367,7.328062
0.015280,6.846027,7.332062
0.015282,6.839478,7.332062
0.015284,6.835002,7.332062
0.015286,6.832601,7.332062
0.015288,6.832270,7.332062
0.015290,6.834003,7.332062
0.015292,6.837799,7.332062
0.015294,6.841821,7.332062
0.015296,6.842872,7.332062
0.015298,6.840907,7.332062
0.015300,6.835931,7.336062
0.015302,6.830747,7.336062
0.015304,6.827638,7.336062
0.015306,6.826603,7.336062
0.015308,6.827638,7.336062
0.015310,6.830737,7.336062
0.015312,6.835896,7.336062
0.015314,6.841281,7.336062
0.015316,6.843692,7.336062
0.015318,6.843084,7.336062
0.015320,6.839463,7.340063
0.015322,6.835628,7.340063
0.015324,6.833864,7.340063
0.015326,6.834168,7.340063
0.015328,6.836537,7.340063
0.015330,6.840963,7.340063
0.015332,6.847441,7.340063
0.015334,6.854139,7.340063
0.015336,6.857855,7.340063
0.015338,6.858544,7.340063
0.015340,6.856211,7.344063
0.015342,6.853654,7.344063
0.015344,6.853160,7.344063
0.015346,6.854724,7.344063
0.015348,6.858341,7.344063
0.015350,6.864005,7.344063
0.015352,6.871710,7.344063
0.015354,6.879622,7.344063
0.015356,6.884539,7.344063
0.015358,6.886416,7.344063
0.015360,6.885257,7.348063
0.015362,6.883862,7.348063
0.015364,6.884513,7.348063
0.015366,6.887208,7.348063
0.015368,6.891940,7.348063
0.015370,6.898704,7.348063
0.015372,6.907493,7.348063
0.015374,6.916472,7.348063
0.015376,6.922440,7.348063
0.015378,6.925350,7.348063
0.015380,6.925207,7.352063
0.015382,6.924809,7.352063
0.015384,6.926439,7.352063
0.015386,6.930095,7.352063
0.015388,6.935769,7.352063
0.015390,6.943455,7.352063
0.015392,6.953147,7.352063
0.015394,6.963008,7.352063
0.015396,6.969839,7.352063
0.015398,6.973589,7.352063
0.015400,6.974267,7.356063
0.015402,6.974669,7.356063
0.015404,6.977077,7.356063
0.015406,6.981487,7.356063
0.015408,6.987895,7.356063
0.015410,6.996294,7.356063
0.015412,7.006674,7.356063
0.015414,7.017202,7.356063
0.015416,7.024676,7.356063
0.015418,7.029047,7.356063
0.015420,7.030321,7.360064
0.015422,7.031296,7.360064
0.015424,7.034254,7.360064
0.015426,7.039191,7.360064
0.015428,7.046101,7.360064
0.015430,7.054976,7.360064
0.015432,7.065810,7.360064
0.015434,7.076765,7.360064
0.015436,7.084642,7.360064
0.015438,7.089392,7.360064
0.015440,7.091020,7.364064
0.015442,7.092323,7.364064
0.015444,7.095586,7.364064
0.015446,7.100802,7.364064
0.015448,7.107965,7.364064
0.015450,7.117069,7.364064
0.015452,7.128105,7.364064
0.015454,7.139239,7.364064
0.015456,7.147268,7.364064
0.015458,7.152146,7.364064
0.015460,7.153877,7.368064
0.015462,7.155257,7.368064
0.015464,7.158571,7.368064
0.015466,7.163812,7.368064
0.015468,7.170975,7.368064
0.015470,7.180054,7.368064
0.015472,7.191040,7.368064
0.015474,7.202099,7.368064
0.015476,7.210029,7.368064
0.015478,7.214782,7.368064
0.015480,7.216362,7.372064
0.015482,7.217568,7.372064
0.015484,7.220682,7.372064
0.015486,7.225701,7.372064
0.015488,7.232617,7.372064
0.015490,7.241425,7.372064
0.015492,7.252117,7.372064
0.015494,7.262857,7.372064
0.015496,7.270443,7.372064
0.015498,7.274829,7.372064
0.015500,7.276019,7.376064
0.015502,7.276812,7.376064
0.015504,7.279492,7.376064
0.015506,7.284052,7.376064
0.015508,7.290488,7.376064
0.015510,7.298792,7.376064
0.015512,7.308960,7.376064
0.015514,7.319154,7.376064
0.015516,7.326173,7.376064
0.015518,7.329971,7.376064
0.015520,7.330553,7.380064
0.015522,7.330715,7.380064
0.015524,7.332744,7.380064
0.015526,7.336632,7.380064
0.015528,7.342378,7.380064
0.015530,7.349974,7.380064
0.015532,7.359412,7.380064
0.015534,7.368859,7.380064
0.015536,7.375111,7.380064
0.015538,7.378125,7.380064
0.015540,7.377905,7.384065
0.015542,7.377249,7.384065
0.015544,7.378442,7.384065
0.015546,7.381479,7.384065
0.015548,7.386356,7.384065
0.015550,7.393067,7.384065
0.015552,7.401606,7.384065
0.015554,7.410138,7.384065
0.015556,7.415462,7.384065
0.015558,7.417532,7.384065
0.015560,7.416355,7.388065
0.015562,7.414728,7.388065
0.015564,7.414937,7.388065
0.015566,7.416977,7.388065
0.015568,7.420846,7.388065
0.015570,7.426536,7.388065
0.015572,7.434042,7.388065
0.015574,7.441530,7.388065
0.015576,7.445800,7.388065
0.015578,7.446807,7.388065
0.015580,7.444556,7.392065
0.015582,7.441847,7.392065
0.015584,7.440965,7.392065
0.015586,7.441906,7.392065
0.015588,7.444667,7.392065
0.015590,7.449245,7.392065
0.015592,7.455631,7.392065
0.015594,7.461991,7.392065
0.015596,7.465128,7.392065
0.015598,7.464997,7.392065
0.015600,7.461603,7.396065
0.015602,7.457746,7.396065
0.015604,7.455711,7.396065
0.015606,7.455497,7.396065
0.015608,7.457099,7.396065
0.015610,7.460513,7.396065
0.015612,7.465735,7.396065
0.015614,7.470931,7.396065
0.015616,7.472901,7.396065
0.015618,7.471602,7.396065
0.015620,7.467040,7.400065
0.015622,7.462015,7.400065
0.015624,7.458814,7.400065
0.015626,7.457433,7.400065
0.015628,7.457871,7.400065
0.015630,7.460122,7.400065
0.015632,7.464183,7.400065
0.015634,7.468222,7.400065
0.015636,7.469039,7.400065
0.015638,7.466589,7.400065
0.015640,7.460882,7.404066
0.015642,7.454716,7.408066
0.015644,7.450379,7.408066
0.015646,7.447869,7.408066
0.015648,7.447184,7.408066
0.015650,7.448318,7.408066
0.015652,7.451270,7.408066
0.015654,7.454205,7.408066
0.015656,7.453927,7.408066
0.015658,7.450391,7.408066
0.015660,7.443605,7.408066
0.015662,7.436370,7.408066
0.015664,7.430974,7.408066
0.015666,7.427414,7.408066
0.015668,7.425689,7.408066
0.015670,7.425794,7.408066
0.015672,7.427728,7.408066
0.015674,7.429657,7.408066
0.015676,7.428384,7.408066
0.015678,7.423864,7.408066
0.015680,7.416108,7.412066
0.015682,7.407916,7.416066
0.015684,7.401576,7.416066
0.015686,7.397086,7.416066
0.015688,7.394444,7.416066
0.015690,7.393648,7.416066
0.015692,7.394694,7.416066
0.015694,7.395751,7.416066
0.015696,7.393621,7.416066
0.015698,7.388261,7.416066
0.015700,7.379680,7.416066
0.015702,7.370172,7.420066
0.015704,7.362533,7.420066
0.015706,7.356762,7.420066
0.015708,7.352859,7.420066
0.015710,7.350820,7.420066
0.015712,7.350641,7.420066
0.015714,7.350495,7.420066
0.015716,7.347183,7.420066
0.015718,7.340661,7.420066
0.015720,7.330941,7.420066
0.015722,7.320821,7.420066
0.015724,7.312592,7.420066
0.015726,7.306252,7.420066
0.015728,7.301801,7.420066
0.015730,7.299235,7.420066
0.015732,7.298553,7.420066
0.015734,7.297924,7.420066
0.015736,7.294150,7.420066
0.015738,7.287190,7.420066
0.015740,7.277051,7.424067
0.015742,7.266538,7.428067
0.015744,7.257936,7.428067
0.015746,7.251247,7.428067
0.015748,7.246469,7.428067
0.015750,7.243599,7.428067
0.015752,7.242636,7.428067
0.015754,7.241749,7.428067
0.015756,7.237742,7.428067
0.015758,7.230570,7.428067
0.015760,7.220242,7.428067
0.015762,7.209562,7.428067
0.015764,7.200819,7.428067
0.015766,7.194010,7.428067
0.015768,7.189136,7.428067
0.015770,7.186194,7.428067
0.015772,7.185182,7.428067
0.015774,7.184268,7.428067
0.015776,7.180256,7.428067
0.015778,7.173102,7.428067
