t,vout,dctrl
0.006336,6.240608,6.276013
0.006338,6.241731,6.276013
0.006340,6.240078,6.272013
0.006342,6.238446,6.268013
0.006344,6.239120,6.268013
0.006346,6.242095,6.268013
0.006348,6.247365,6.268013
0.006350,6.254922,6.268013
0.006352,6.263340,6.268013
0.006354,6.269110,6.268013
0.006356,6.272084,6.268013
0.006358,6.272265,6.268013
0.006360,6.269660,6.264012
0.006362,6.267066,6.260012
0.006364,6.266769,6.260012
0.006366,6.268763,6.260012
0.006368,6.273044,6.260012
0.006370,6.279605,6.260012
0.006372,6.287017,6.260012
0.006374,6.291775,6.260012
0.006376,6.293728,6.260012
0.006378,6.292883,6.260012
0.006380,6.289245,6.260012
0.006382,6.285614,6.260012
0.006384,6.284274,6.260012
0.006386,6.285221,6.260012
0.006388,6.288449,6.260012
0.006390,6.293954,6.260012
0.006392,6.300307,6.260012
0.006394,6.304001,6.260012
0.006396,6.304889,6.260012
0.006398,6.302975,6.260012
0.006400,6.298266,6.256012
0.006402,6.293563,6.256012
0.006404,6.291151,6.256012
0.006406,6.291023,6.256012
0.006408,6.293178,6.256012
0.006410,6.297608,6.256012
0.006412,6.302887,6.256012
0.006414,6.305509,6.256012
0.006416,6.305326,6.256012
0.006418,6.302344,6.256012
0.006420,6.296570,6.252012
0.006422,6.290803,6.248012
0.006424,6.287330,6.248012
0.006426,6.286147,6.248012
0.006428,6.287249,6.248012
0.006430,6.290632,6.248012
0.006432,6.294868,6.248012
0.006434,6.296452,6.248012
0.006436,6.295237,6.248012
0.006438,6.291229,6.248012
0.006440,6.284435,6.248012
0.006442,6.277655,6.248012
0.006444,6.273176,6.248012
0.006446,6.270995,6.248012
0.006448,6.271108,6.248012
0.006450,6.273510,6.248012
0.006452,6.276773,6.248012
0.006454,6.277394,6.248012
0.006456,6.275225,6.248012
0.006458,6.270274,6.248012
0.006460,6.262546,6.248012
0.006462,6.254844,6.248012
0.006464,6.249453,6.248012
0.006466,6.246371,6.248012
0.006468,6.245594,6.248012
0.006470,6.247118,6.248012
0.006472,6.249517,6.248012
0.006474,6.249287,6.248012
0.006476,6.246279,6.248012
0.006478,6.240500,6.248012
0.006480,6.231960,6.244011
0.006482,6.223460,6.240011
0.006484,6.217285,6.240011
0.006486,6.213433,6.240011
0.006488,6.211901,6.240011
0.006490,6.212685,6.240011
0.006492,6.213952,6.240011
0.006494,6.212504,6.240011
0.006496,6.208298,6.240011
0.006498,6.201338,6.240011
0.006500,6.191635,6.240011
0.006502,6.181989,6.240011
0.006504,6.174688,6.240011
0.006506,6.169730,6.240011
0.006508,6.167109,6.240011
0.006510,6.166826,6.240011
0.006512,6.167047,6.240011
0.006514,6.164575,6.240011
0.006516,6.159363,6.240011
0.006518,6.151421,6.240011
0.006520,6.140756,6.240011
0.006522,6.130172,6.240011
0.006524,6.121954,6.240011
0.006526,6.116103,6.240011
0.006528,6.112614,6.240011
0.006530,6.111485,6.240011
0.006532,6.110884,6.240011
0.006534,6.107611,6.240011
0.006536,6.101625,6.240011
0.006538,6.092934,6.240011
0.006540,6.081604,6.240011
0.006542,6.070754,6.240011
0.006544,6.062295,6.240011
0.006546,6.056226,6.240011
0.006548,6.052545,6.240011
0.006550,6.051248,6.240011
0.006552,6.050502,6.240011
0.006554,6.047111,6.240011
0.006556,6.041030,6.240011
0.006558,6.032268,6.240011
0.006560,6.020930,6.240011
0.006562,6.010214,6.240011
0.006564,6.001914,6.240011
0.006566,5.996027,6.240011
0.006568,5.992550,6.240011
0.006570,5.991482,6.240011
0.006572,5.990989,6.240011
0.006574,5.987875,6.240011
0.006576,5.982094,6.240011
0.006578,5.973654,6.240011
0.006580,5.962607,6.240011
0.006582,5.952021,6.240011
0.006584,5.943872,6.240011
0.006586,5.938161,6.240011
0.006588,5.934883,6.240011
0.006590,5.934035,6.240011
0.006592,5.933785,6.240011
0.006594,5.930936,6.240011
0.006596,5.925443,6.240011
0.006598,5.917312,6.240011
0.006600,5.906565,6.240011
0.006602,5.896103,6.240011
0.006604,5.888101,6.240011
0.006606,5.882558,6.240011
0.006608,5.879470,6.240011
0.006610,5.878835,6.240011
0.006612,5.878819,6.240011
0.006614,5.876224,6.240011
0.006616,5.871006,6.240011
0.006618,5.863173,6.240011
0.006620,5.852734,6.240011
0.006622,5.842488,6.240011
0.006624,5.834725,6.240011
0.006626,5.829442,6.240011
0.006628,5.826633,6.240011
0.006630,5.826297,6.240011
0.006632,5.826602,6.240011
0.006634,5.824347,6.240011
0.006636,5.819491,6.240011
0.006638,5.812039,6.240011
0.006640,5.801999,6.240011
0.006642,5.792172,6.240011
0.006644,5.784847,6.240011
0.006646,5.780020,6.240011
0.006648,5.777689,6.240011
0.006650,5.777848,6.240011
0.006652,5.778666,6.240011
0.006654,5.776944,6.240011
0.006656,5.772636,6.240011
0.006658,5.765750,6.240011
0.006660,5.756295,6.244011
0.006662,5.747071,6.248012
0.006664,5.740365,6.248012
0.006666,5.736173,6.248012
0.006668,5.734492,6.248012
0.006670,5.735320,6.248012
0.006672,5.737227,6.248012
0.006674,5.736709,6.248012
0.006676,5.733621,6.248012
0.006678,5.727967,6.248012
0.006680,5.719756,6.248012
0.006682,5.711788,6.248012
0.006684,5.706350,6.248012
0.006686,5.703437,6.248012
0.006688,5.703046,6.248012
0.006690,5.705173,6.248012
0.006692,5.708388,6.248012
0.006694,5.709189,6.248012
0.006696,5.707427,6.248012
0.006698,5.703107,6.248012
0.006700,5.696238,6.248012
0.006702,5.689618,6.248012
0.006704,5.685533,6.248012
0.006706,5.683981,6.248012
0.006708,5.684956,6.248012
0.006710,5.688451,6.248012
0.006712,5.693040,6.248012
0.006714,5.695217,6.248012
0.006716,5.694834,6.248012
0.006718,5.691897,6.248012
0.006720,5.686411,6.252012
0.006722,5.681176,6.256012
0.006724,5.678477,6.256012
0.006726,5.678308,6.256012
0.006728,5.680666,6.256012
0.006730,5.685546,6.256012
0.006732,5.691517,6.256012
0.006734,5.695075,6.256012
0.006736,5.696070,6.256012
0.006738,5.694506,6.256012
0.006740,5.690391,6.256012
0.006742,5.686522,6.256012
0.006744,5.685185,6.256012
0.006746,5.686373,6.256012
0.006748,5.690082,6.256012
0.006750,5.696305,6.256012
0.006752,5.703614,6.256012
0.006754,5.708502,6.256012
0.006756,5.710817,6.256012
0.006758,5.710566,6.256012
0.006760,5.707754,6.256012
0.006762,5.705179,6.256012
0.006764,5.705124,6.256012
0.006766,5.707586,6.256012
0.006768,5.712556,6.256012
0.006770,5.720030,6.256012
0.006772,5.728576,6.256012
0.006774,5.734689,6.256012
0.006776,5.738218,6.256012
0.006778,5.739167,6.256012
0.006780,5.737541,6.260012
0.006782,5.736137,6.264012
0.006784,5.737240,6.264012
0.006786,5.740844,6.264012
0.006788,5.746941,6.264012
0.006790,5.755524,6.264012
0.006792,5.765164,6.264012
0.006794,5.772354,6.264012
0.006796,5.776943,6.264012
0.006798,5.778935,6.264012
0.006800,5.778333,6.264012
0.006802,5.777936,6.264012
0.006804,5.780026,6.264012
0.006806,5.784599,6.264012
0.006808,5.791645,6.264012
0.006810,5.801158,6.264012
0.006812,5.811708,6.264012
0.006814,5.819788,6.264012
0.006816,5.825246,6.264012
0.006818,5.828084,6.264012
0.006820,5.828307,6.264012
0.006822,5.828713,6.264012
0.006824,5.831585,6.264012
0.006826,5.836916,6.264012
0.006828,5.844700,6.264012
0.006830,5.854928,6.264012
0.006832,5.866169,6.264012
0.006834,5.874917,6.264012
0.006836,5.881019,6.264012
0.006838,5.884479,6.264012
0.006840,5.885301,6.268013
0.006842,5.886281,6.272013
0.006844,5.889703,6.272013
0.006846,5.895561,6.272013
0.006848,5.903846,6.272013
0.006850,5.914550,6.272013
0.006852,5.926243,6.272013
0.006854,5.935417,6.272013
0.006856,5.941921,6.272013
0.006858,5.945757,6.272013
0.006860,5.946930,6.272013
0.006862,5.948236,6.272013
0.006864,5.951958,6.272013
0.006866,5.958090,6.272013
0.006868,5.966624,6.272013
0.006870,5.977552,6.272013
0.006872,5.989443,6.272013
0.006874,5.998790,6.272013
0.006876,6.005440,6.272013
0.006878,6.009398,6.272013
0.006880,6.010666,6.272013
0.006882,6.012043,6.272013
0.006884,6.015810,6.272013
0.006886,6.021960,6.272013
0.006888,6.030487,6.272013
0.006890,6.041383,6.272013
0.006892,6.053216,6.272013
0.006894,6.062479,6.272013
0.006896,6.069021,6.272013
0.006898,6.072844,6.272013
0.006900,6.073954,6.272013
0.006902,6.075147,6.272013
0.006904,6.078705,6.272013
0.006906,6.084622,6.272013
0.006908,6.092892,6.272013
0.006910,6.103506,6.272013
0.006912,6.115032,6.272013
0.006914,6.123964,6.272013
0.006916,6.130152,6.272013
0.006918,6.133597,6.272013
0.006920,6.134305,6.268013
0.006922,6.135073,6.268013
0.006924,6.138183,6.268013
0.006926,6.143630,6.268013
0.006928,6.151405,6.268013
0.006930,6.161503,6.268013
0.006932,6.172491,6.268013
0.006934,6.180864,6.268013
0.006936,6.186472,6.268013
0.006938,6.189314,6.268013
0.006940,6.189398,6.268013
0.006942,6.189521,6.268013
0.006944,6.191965,6.268013
0.006946,6.196726,6.268013
0.006948,6.203796,6.268013
0.006950,6.213169,6.268013
0.006952,6.223414,6.268013
0.006954,6.231023,6.268013
0.006956,6.235847,6.268013
0.006958,6.237890,6.268013
0.006960,6.237157,6.264012
0.006962,6.236444,6.260012
0.006964,6.238037,6.260012
0.006966,6.241929,6.260012
0.006968,6.248114,6.260012
0.006970,6.256585,6.260012
0.006972,6.265913,6.260012
0.006974,6.272591,6.260012
0.006976,6.276469,6.260012
0.006978,6.277551,6.260012
0.006980,6.275843,6.256012
0.006982,6.274142,6.256012
0.006984,6.274734,6.256012
0.006986,6.277612,6.256012
0.006988,6.282771,6.256012
0.006990,6.290204,6.256012
0.006992,6.298482,6.256012
0.006994,6.304100,6.256012
0.006996,6.306907,6.256012
0.006998,6.306908,6.256012
0.007000,6.304109,6.256012
0.007002,6.301309,6.256012
0.007004,6.300792,6.256012
0.007006,6.302553,6.256012
0.007008,6.306588,6.256012
0.007010,6.312889,6.256012
0.007012,6.320029,6.256012
0.007014,6.324502,6.256012
0.007016,6.326159,6.256012
0.007018,6.325004,6.256012
0.007020,6.321044,6.252012
0.007022,6.317079,6.248012
0.007024,6.315392,6.248012
0.007026,6.315981,6.248012
0.007028,6.318841,6.248012
0.007030,6.323965,6.248012
0.007032,6.329925,6.248012
0.007034,6.333215,6.248012
0.007036,6.333690,6.248012
0.007038,6.331352,6.248012
0.007040,6.326208,6.244011
0.007042,6.321059,6.244011
0.007044,6.318190,6.244011
0.007046,6.317597,6.244011
0.007048,6.319277,6.244011
0.007050,6.323223,6.244011
0.007052,6.328008,6.244011
0.007054,6.330127,6.244011
0.007056,6.329433,6.244011
0.007058,6.325931,6.244011
0.007060,6.319627,6.244011
0.007062,6.313323,6.244011
0.007064,6.309305,6.244011
0.007066,6.307569,6.244011
0.007068,6.308111,6.244011
0.007070,6.310926,6.244011
0.007072,6.314587,6.244011
0.007074,6.315590,6.244011
0.007076,6.313788,6.244011
0.007078,6.309187,6.244011
0.007080,6.301794,6.240011
0.007082,6.294409,6.236011
0.007084,6.289320,6.236011
0.007086,6.286520,6.236011
0.007088,6.286010,6.236011
0.007090,6.287786,6.236011
0.007092,6.290014,6.236011
0.007094,6.289495,6.236011
0.007096,6.286183,6.236011
0.007098,6.280085,6.236011
0.007100,6.271210,6.232011
0.007102,6.262360,6.228011
0.007104,6.255820,6.228011
0.007106,6.251588,6.228011
0.007108,6.249663,6.228011
0.007110,6.250039,6.228011
0.007112,6.250884,6.228011
0.007114,6.249001,6.228011
0.007116,6.244344,6.228011
0.007118,6.236921,6.228011
0.007120,6.226740,6.228011
0.007122,6.216605,6.228011
0.007124,6.208801,6.228011
0.007126,6.203327,6.228011
0.007128,6.200181,6.228011
0.007130,6.199358,6.228011
0.007132,6.199028,6.228011
0.007134,6.195992,6.228011
0.007136,6.190206,6.228011
0.007138,6.181678,6.228011
0.007140,6.170432,6.224010
0.007142,6.159385,6.220010
0.007144,6.150693,6.220010
0.007146,6.144357,6.220010
0.007148,6.140374,6.220010
0.007150,6.138740,6.220010
0.007152,6.137624,6.220010
0.007154,6.133829,6.220010
0.007156,6.127308,6.220010
0.007158,6.118074,6.220010
0.007160,6.106346,6.216010
0.007162,6.095440,6.212010
0.007164,6.086916,6.212010
0.007166,6.080773,6.212010
0.007168,6.077007,6.212010
0.007170,6.075616,6.212010
0.007172,6.074767,6.212010
0.007174,6.071263,6.212010
0.007176,6.065060,6.212010
0.007178,6.056166,6.212010
0.007180,6.044715,6.212010
0.007182,6.033947,6.212010
0.007184,6.025584,6.212010
0.007186,6.019625,6.212010
0.007188,6.016069,6.212010
0.007190,6.014911,6.212010
0.007192,6.014318,6.212010
0.007194,6.011095,6.212010
0.007196,6.005197,6.212010
0.007198,5.996630,6.212010
0.007200,5.985467,6.212010
0.007202,5.974831,6.212010
0.007204,5.966622,6.212010
0.007206,5.960842,6.212010
0.007208,5.957487,6.212010
0.007210,5.956553,6.212010
0.007212,5.956208,6.212010
0.007214,5.953255,6.212010
0.007216,5.947648,6.212010
0.007218,5.939396,6.212010
0.007220,5.928528,6.212010
0.007222,5.918017,6.212010
0.007224,5.909958,6.212010
0.007226,5.904349,6.212010
0.007228,5.901187,6.212010
0.007230,5.900469,6.212010
0.007232,5.900362,6.212010
0.007234,5.897667,6.212010
0.007236,5.892342,6.212010
0.007238,5.884392,6.212010
0.007240,5.873827,6.212010
0.007242,5.863449,6.212010
0.007244,5.855543,6.212010
0.007246,5.850109,6.212010
0.007248,5.847143,6.212010
0.007250,5.846642,6.212010
0.007252,5.846774,6.212010
0.007254,5.844339,6.212010
0.007256,5.839294,6.212010
0.007258,5.831646,6.212010
0.007260,5.821403,6.216010
0.007262,5.811367,6.220010
0.007264,5.803823,6.220010
0.007266,5.798770,6.220010
0.007268,5.796207,6.220010
0.007270,5.796126,6.220010
0.007272,5.796698,6.220010
0.007274,5.794723,6.220010
0.007276,5.790156,6.220010
0.007278,5.783005,6.220010
0.007280,5.773278,6.224010
0.007282,5.763775,6.228011
0.007284,5.756784,6.228011
0.007286,5.752302,6.228011
0.007288,5.750326,6.228011
0.007290,5.750850,6.228011
0.007292,5.752043,6.228011
0.007294,5.750706,6.228011
0.007296,5.746794,6.228011
0.007298,5.740313,6.228011
0.007300,5.731272,6.228011
0.007302,5.722472,6.228011
0.007304,5.716197,6.228011
0.007306,5.712446,6.228011
0.007308,5.711215,6.228011
0.007310,5.712499,6.228011
0.007312,5.714466,6.228011
0.007314,5.713916,6.228011
0.007316,5.710804,6.228011
0.007318,5.705137,6.228011
0.007320,5.696921,6.232011
0.007322,5.688958,6.236011
0.007324,5.683532,6.236011
0.007326,5.680641,6.236011
0.007328,5.680281,6.236011
0.007330,5.682448,6.236011
0.007332,5.685307,6.236011
0.007334,5.685658,6.236011
0.007336,5.683458,6.236011
0.007338,5.678711,6.236011
0.007340,5.671424,6.240011
0.007342,5.664399,6.244011
0.007344,5.659919,6.244011
0.007346,5.657981,6.244011
0.007348,5.658583,6.244011
0.007350,5.661717,6.244011
0.007352,5.665956,6.244011
0.007354,5.667795,6.244011
0.007356,5.667085,6.244011
0.007358,5.663832,6.244011
0.007360,5.658042,6.244011
0.007362,5.652515,6.244011
0.007364,5.649536,6.244011
0.007366,5.649101,6.244011
0.007368,5.651205,6.244011
0.007370,5.655842,6.244011
0.007372,5.661583,6.244011
0.007374,5.664922,6.244011
0.007376,5.665711,6.244011
0.007378,5.663955,6.244011
0.007380,5.659659,6.248012
0.007382,5.655622,6.248012
0.007384,5.654130,6.248012
0.007386,5.655175,6.248012
0.007388,5.658754,6.248012
0.007390,5.664860,6.248012
0.007392,5.672063,6.248012
0.007394,5.676858,6.248012
0.007396,5.679095,6.248012
0.007398,5.678778,6.248012
0.007400,5.675913,6.252012
0.007402,5.673298,6.256012
0.007404,5.673216,6.256012
0.007406,5.675664,6.256012
0.007408,5.680634,6.256012
0.007410,5.688118,6.256012
0.007412,5.696688,6.256012
0.007414,5.702837,6.256012
0.007416,5.706415,6.256012
0.007418,5.707426,6.256012
0.007420,5.705873,6.256012
0.007422,5.704557,6.256012
0.007424,5.705760,6.256012
0.007426,5.709475,6.256012
0.007428,5.715696,6.256012
0.007430,5.724417,6.256012
0.007432,5.734206,6.256012
0.007434,5.741556,6.256012
0.007436,5.746317,6.256012
0.007438,5.748494,6.256012
0.007440,5.748088,6.260012
0.007442,5.747899,6.260012
0.007444,5.750209,6.260012
0.007446,5.755012,6.260012
0.007448,5.762300,6.260012
0.007450,5.772068,6.260012
0.007452,5.782881,6.260012
0.007454,5.791235,6.260012
0.007456,5.796979,6.260012
0.007458,5.800115,6.260012
0.007460,5.800647,6.264012
0.007462,5.801372,6.268013
0.007464,5.804572,6.268013
0.007466,5.810242,6.268013
0.007468,5.818374,6.268013
0.007470,5.828961,6.268013
0.007472,5.840570,6.268013
0.007474,5.849695,6.268013
0.007476,5.856184,6.268013
0.007478,5.860040,6.268013
0.007480,5.861267,6.268013
0.007482,5.862661,6.268013
0.007484,5.866506,6.268013
0.007486,5.872794,6.268013
0.007488,5.881518,6.268013
0.007490,5.892669,6.268013
0.007492,5.904818,6.268013
0.007494,5.914454,6.268013
0.007496,5.921428,6.268013
0.007498,5.925742,6.268013
0.007500,5.927399,6.268013
0.007502,5.929197,6.268013
0.007504,5.933417,6.268013
0.007506,5.940053,6.268013
0.007508,5.949099,6.268013
0.007510,5.960544,6.268013
0.007512,5.972957,6.268013
0.007514,5.982831,6.268013
0.007516,5.990016,6.268013
0.007518,5.994511,6.268013
0.007520,5.996323,6.268013
0.007522,5.998248,6.268013
0.007524,6.002566,6.268013
0.007526,6.009274,6.268013
0.007528,6.018361,6.268013
0.007530,6.029821,6.268013
0.007532,6.042222,6.268013
0.007534,6.052056,6.268013
0.007536,6.059173,6.268013
0.007538,6.063574,6.268013
0.007540,6.065263,6.268013
0.007542,6.067037,6.268013
0.007544,6.071179,6.268013
0.007546,6.077682,6.268013
0.007548,6.086538,6.268013
0.007550,6.097740,6.268013
0.007552,6.109857,6.268013
0.007554,6.119380,6.268013
0.007556,6.126158,6.268013
0.007558,6.130195,6.268013
0.007560,6.131495,6.264012
0.007562,6.132854,6.264012
0.007564,6.136556,6.264012
0.007566,6.142593,6.264012
0.007568,6.150959,6.264012
0.007570,6.161645,6.264012
0.007572,6.173222,6.264012
0.007574,6.182181,6.264012
0.007576,6.188371,6.264012
0.007578,6.191795,6.264012
0.007580,6.192460,6.260012
0.007582,6.193161,6.256012
0.007584,6.196181,6.256012
0.007586,6.201514,6.256012
0.007588,6.209154,6.256012
0.007590,6.219093,6.256012
0.007592,6.229901,6.256012
0.007594,6.238069,6.256012
0.007596,6.243448,6.256012
0.007598,6.246042,6.256012
0.007600,6.245855,6.256012
0.007602,6.245686,6.256012
0.007604,6.247815,6.256012
0.007606,6.252240,6.256012
0.007608,6.258953,6.256012
0.007610,6.267946,6.256012
0.007612,6.277790,6.256012
0.007614,6.284978,6.256012
0.007616,6.289360,6.256012
0.007618,6.290940,6.256012
0.007620,6.289724,6.252012
0.007622,6.288508,6.252012
0.007624,6.289578,6.252012
0.007626,6.292928,6.252012
0.007628,6.298552,6.252012
0.007630,6.306443,6.252012
0.007632,6.315171,6.252012
0.007634,6.321231,6.252012
0.007636,6.324473,6.252012
0.007638,6.324901,6.252012
0.007640,6.322521,6.248012
0.007642,6.320132,6.244011
0.007644,6.320016,6.244011
0.007646,6.322172,6.244011
0.007648,6.326591,6.244011
0.007650,6.333270,6.244011
0.007652,6.340778,6.244011
0.007654,6.345610,6.244011
0.007656,6.347616,6.244011
0.007658,6.346801,6.244011
0.007660,6.343172,6.244011
0.007662,6.339528,6.244011
0.007664,6.338154,6.244011
0.007666,6.339045,6.244011
0.007668,6.342196,6.244011
0.007670,6.347602,6.244011
0.007672,6.353835,6.244011
0.007674,6.357387,6.244011
0.007676,6.358113,6.244011
0.007678,6.356017,6.244011
0.007680,6.351104,6.240011
0.007682,6.346176,6.240011
0.007684,6.343517,6.240011
0.007686,6.343124,6.240011
0.007688,6.344993,6.240011
0.007690,6.349117,6.240011
0.007692,6.353665,6.240011
0.007694,6.355435,6.240011
0.007696,6.354381,6.240011
0.007698,6.350512,6.240011
0.007700,6.343831,6.236011
0.007702,6.337142,6.232011
0.007704,6.332728,6.232011
0.007706,6.330589,6.232011
0.007708,6.330719,6.232011
0.007710,6.333115,6.232011
0.007712,6.335943,6.232011
0.007714,6.336003,6.232011
0.007716,6.333251,6.232011
0.007718,6.327695,6.232011
0.007720,6.319342,6.232011
0.007722,6.310993,6.232011
0.007724,6.304932,6.232011
0.007726,6.301160,6.232011
0.007728,6.299674,6.232011
0.007730,6.300469,6.232011
0.007732,6.301712,6.232011
0.007734,6.300205,6.232011
0.007736,6.295904,6.232011
0.007738,6.288815,6.232011
0.007740,6.278947,6.232011
0.007742,6.269102,6.232011
0.007744,6.261568,6.232011
0.007746,6.256341,6.232011
0.007748,6.253421,6.232011
0.007750,6.252802,6.232011
0.007752,6.252654,6.232011
0.007754,6.249778,6.232011
0.007756,6.244132,6.232011
0.007758,6.235722,6.232011
0.007760,6.224555,6.228011
0.007762,6.213438,6.224010
0.007764,6.204653,6.224010
0.007766,6.198203,6.224010
0.007768,6.194084,6.224010
0.007770,6.192293,6.224010
0.007772,6.190999,6.224010
0.007774,6.187005,6.224010
0.007776,6.180265,6.224010
0.007778,6.170791,6.224010
0.007780,6.158868,6.224010
0.007782,6.147846,6.224010
0.007784,6.139184,6.224010
0.007786,6.132883,6.224010
0.007788,6.128939,6.224010
0.007790,6.127348,6.224010
0.007792,6.126281,6.224010
0.007794,6.122538,6.224010
0.007796,6.116075,6.224010
0.007798,6.106902,6.224010
0.007800,6.095222,6.224010
0.007802,6.084340,6.224010
0.007804,6.075846,6.224010
0.007806,6.069737,6.224010
0.007808,6.066009,6.224010
0.007810,6.064659,6.224010
0.007812,6.063857,6.224010
0.007814,6.060403,6.224010
0.007816,6.054255,6.224010
0.007818,6.045421,6.224010
0.007820,6.034021,6.224010
0.007822,6.023276,6.224010
0.007824,6.014941,6.224010
0.007826,6.009014,6.224010
0.007828,6.005494,6.224010
0.007830,6.004375,6.224010
0.007832,6.003828,6.224010
0.007834,6.000653,6.224010
0.007836,5.994807,6.224010
0.007838,5.986297,6.224010
0.007840,5.975186,6.224010
0.007842,5.964572,6.224010
0.007844,5.956392,6.224010
0.007846,5.950644,6.224010
0.007848,5.947323,6.224010
0.007850,5.946428,6.224010
0.007852,5.946126,6.224010
0.007854,5.943219,6.224010
0.007856,5.937664,6.224010
0.007858,5.929467,6.224010
0.007860,5.918654,6.224010
0.007862,5.908166,6.224010
0.007864,5.900133,6.224010
0.007866,5.894553,6.224010
0.007868,5.891425,6.224010
0.007870,5.890744,6.224010
0.007872,5.890677,6.224010
0.007874,5.888028,6.224010
0.007876,5.882751,6.224010
0.007878,5.874855,6.224010
0.007880,5.864346,6.228011
0.007882,5.854027,6.228011
0.007884,5.846185,6.228011
0.007886,5.840818,6.228011
0.007888,5.837923,6.228011
0.007890,5.837496,6.228011
0.007892,5.837706,6.228011
0.007894,5.835353,6.228011
0.007896,5.830393,6.228011
0.007898,5.822833,6.228011
0.007900,5.812681,6.232011
0.007902,5.802739,6.232011
0.007904,5.795293,6.232011
0.007906,5.790342,6.232011
0.007908,5.787883,6.232011
0.007910,5.787910,6.232011
0.007912,5.788593,6.232011
0.007914,5.786731,6.232011
0.007916,5.782281,6.232011
0.007918,5.775249,6.232011
0.007920,5.765644,6.236011
0.007922,5.755759,6.236011
0.007924,5.748390,6.236011
0.007926,5.743532,6.236011
0.007928,5.741185,6.236011
0.007930,5.741345,6.236011
0.007932,5.742177,6.236011
0.007934,5.740484,6.236011
0.007936,5.736220,6.236011
0.007938,5.729393,6.236011
0.007940,5.720009,6.240011
0.007942,5.710872,6.240011
0.007944,5.704265,6.240011
0.007946,5.700188,6.240011
0.007948,5.698636,6.240011
0.007950,5.699605,6.240011
0.007952,5.701263,6.240011
0.007954,5.700411,6.240011
0.007956,5.697002,6.240011
0.007958,5.691043,6.240011
0.007960,5.682543,6.244011
0.007962,5.674301,6.244011
0.007964,5.668602,6.244011
0.007966,5.665447,6.244011
0.007968,5.664828,6.244011
0.007970,5.666743,6.244011
0.007972,5.669762,6.244011
0.007974,5.670382,6.244011
0.007976,5.668456,6.244011
0.007978,5.663989,6.244011
0.007980,5.656986,6.248012
0.007982,5.650250,6.248012
0.007984,5.646066,6.248012
0.007986,5.644428,6.248012
0.007988,5.645334,6.248012
0.007990,5.648777,6.248012
0.007992,5.653329,6.248012
0.007994,5.655486,6.248012
0.007996,5.655098,6.248012
0.007998,5.652171,6.248012
0.008000,5.646714,6.252012
0.008002,5.641521,6.252012
0.008004,5.638881,6.252012
0.008006,5.638788,6.252012
0.008008,5.641236,6.252012
0.008010,5.646221,6.252012
0.008012,5.652313,6.252012
0.008014,5.656006,6.252012
0.008016,5.657153,6.252012
0.008018,5.655757,6.252012
0.008020,5.651823,6.256012
0.008022,5.648151,6.256012
0.008024,5.647026,6.256012
0.008026,5.648441,6.256012
0.008028,5.652391,6.256012
0.008030,5.658869,6.256012
0.008032,5.666448,6.256012
0.008034,5.671619,6.256012
0.008036,5.674234,6.256012
0.008038,5.674296,6.256012
0.008040,5.671811,6.260012
0.008042,5.669068,6.260012
0.008044,5.668862,6.260012
0.008046,5.671187,6.260012
0.008048,5.676036,6.260012
0.008050,5.683402,6.260012
0.008052,5.691856,6.260012
0.008054,5.697891,6.260012
0.008056,5.701357,6.260012
0.008058,5.702258,6.260012
0.008060,5.700599,6.264012
0.008062,5.699177,6.264012
0.008064,5.700276,6.264012
0.008066,5.703891,6.264012
0.008068,5.710014,6.264012
0.008070,5.718638,6.264012
0.008072,5.728334,6.264012
0.008074,5.735594,6.264012
0.008076,5.740268,6.264012
0.008078,5.742358,6.264012
0.008080,5.741872,6.268013
0.008082,5.741602,6.268013
0.008084,5.743834,6.268013
0.008086,5.748562,6.268013
0.008088,5.755779,6.268013
0.008090,5.765477,6.268013
0.008092,5.776225,6.268013
0.008094,5.784515,6.268013
0.008096,5.790198,6.268013
0.008098,5.793275,6.268013
0.008100,5.793752,6.272013
0.008102,5.794424,6.272013
0.008104,5.797575,6.272013
0.008106,5.803199,6.272013
0.008108,5.811287,6.272013
0.008110,5.821833,6.272013
0.008112,5.833405,6.272013
0.008114,5.842495,6.272013
0.008116,5.848952,6.272013
0.008118,5.852780,6.272013
0.008120,5.853980,6.276013
0.008122,5.855350,6.276013
0.008124,5.859175,6.276013
0.008126,5.865445,6.276013
0.008128,5.874154,6.276013
0.008130,5.885294,6.276013
0.008132,5.897435,6.276013
0.008134,5.907066,6.276013
0.008136,5.914037,6.276013
0.008138,5.918352,6.276013
0.008140,5.920013,6.276013
0.008142,5.921818,6.276013
0.008144,5.926048,6.276013
0.008146,5.932696,6.276013
0.008148,5.941756,6.276013
0.008150,5.953219,6.276013
0.008152,5.965654,6.276013
0.008154,5.975552,6.276013
0.008156,5.982763,6.276013
0.008158,5.987288,6.276013
0.008160,5.989132,6.276013
0.008162,5.990584,6.276013
0.008164,5.994435,6.276013
0.008166,6.000678,6.276013
0.008168,6.009306,6.276013
0.008170,6.020312,6.276013
0.008172,6.032263,6.276013
0.008174,6.041652,6.276013
0.008176,6.048327,6.276013
0.008178,6.052293,6.276013
0.008180,6.053552,6.276013
0.008182,6.054902,6.276013
0.008184,6.058625,6.276013
0.008186,6.064715,6.276013
0.008188,6.073165,6.276013
0.008190,6.083967,6.276013
0.008192,6.095689,6.276013
0.008194,6.104824,6.276013
0.008196,6.111222,6.276013
0.008198,6.114884,6.276013
